date,department,location,experience_level,project_status,base_salary,years_experience,projects_completed,performance_score,training_hours,overtime_hours,job_satisfaction,salary_per_year_experience,is_high_performer,satisfaction_category
2023-06-15,Finance,Chicago,Senior,On Track,81191.71390404747,5.903696005096843,4,0.7103126163035487,3.0,5.43866752972202,0.7927204988774661,13752.692183668021,False,High
2023-06-16,Engineering,San Francisco,Entry,On Track,87330.90239991735,9.883004435881894,5,0.8929853689364795,3.0,1.2944349127542223,0.8711183798138052,8836.473054979917,True,High
2023-06-17,Finance,Austin,Senior,On Track,103451.89473980921,6.040202796476371,8,0.7041334589601683,5.0,1.1012491164623948,0.64084476506661,17127.22208601327,False,Low
2023-06-18,HR,Seattle,Entry,Not Started,71319.17825995694,2.445894786333848,8,0.4573977751618872,17.0,22.67579363095358,0.517894016277622,29158.726965053665,False,Low
2023-06-19,Finance,New York,Lead,Completed,63693.95753463766,3.991385930347584,5,0.5516394273937776,2.0,8.80610000682741,0.5619374583211473,15957.854902066802,False,Low
2023-06-20,Sales,Chicago,Mid,On Track,61657.28355561715,5.310258979538282,3,0.6550029525221589,4.0,27.250288271167772,0.7650580999284384,11610.974868306357,False,Medium
2023-06-21,Sales,New York,Entry,Not Started,62762.845725518426,6.222629076682995,9,0.6694780010641425,2.0,4.243821582356716,0.624983504111625,10086.226408817942,False,Low
2023-06-22,Sales,Seattle,Senior,Delayed,73843.47435878844,8.344856651267419,2,0.8804115232537733,6.0,11.305517788468054,0.9224522531105799,8848.980569075813,True,High
2023-06-23,Sales,Austin,Lead,Completed,80117.27962224965,6.253888352205697,8,0.6888280955484244,6.0,2.2902540885026346,0.702431049654223,12810.794678480775,False,Medium
2023-06-24,HR,New York,Senior,Delayed,79150.36198995028,1.5880171475193503,7,0.44001545150154764,7.0,9.632259503793914,0.4791143452617002,49842.259016907636,False,Low
2023-06-25,HR,Seattle,Senior,Delayed,87407.74873554036,2.625877450346671,6,0.5357766661910922,6.0,1.3878600826529297,0.6444495959104313,33287.06323442501,False,Low
2023-06-26,HR,Seattle,Senior,Not Started,75195.0283781686,8.702012157449282,9,0.8833868804299639,11.0,0.02082806713073223,0.8716980533209563,8641.108173331906,True,High
2023-06-27,Finance,Chicago,Entry,Delayed,96803.01115735975,5.2180602659819995,3,0.576726851851299,3.0,26.813858956677215,0.5717287764007011,18551.531838075112,False,Low
2023-06-28,Sales,Austin,Lead,Completed,71030.14750143066,6.59817139964236,6,0.733686119778937,7.0,8.094436680709494,0.7374443462053991,10765.126153782654,False,Medium
2023-06-29,Marketing,Seattle,Entry,Delayed,115802.53749884429,4.804802083825781,7,0.6423169008079728,5.0,26.164833294059363,0.7365224081694608,24101.416765669892,False,Medium
2023-06-30,Marketing,Austin,Mid,Not Started,84385.01021647509,3.980700372556211,7,0.5945165432398026,2.0,4.062126730183031,0.6227159217421092,21198.533503863582,False,Low
2023-07-01,Sales,Chicago,Entry,On Track,62142.63665375576,4.917646198657388,5,0.570526978554858,5.0,3.9717863965975395,0.6999566664251453,12636.662773894124,False,Medium
2023-07-02,Engineering,New York,Mid,Not Started,58936.612529083315,6.6480406929604925,5,0.6926010320969367,6.0,5.1191788969301015,0.6763054942125838,8865.26049569618,False,Medium
2023-07-03,Finance,San Francisco,Lead,On Track,82237.08622864778,6.011806465997542,1,0.7204907173895174,1.0,12.243149225789677,0.6563523151497231,13679.26374439636,False,Medium
2023-07-04,Marketing,San Francisco,Lead,Delayed,71648.05822011223,10.65294765144235,7,0.9287064442592352,7.0,8.342699070101288,0.8771292182508525,6725.655711864076,True,High
2023-07-05,HR,San Francisco,Entry,On Track,85710.00741138138,2.1721485754054473,4,0.43834107225775426,3.0,25.95010491907969,0.46610982909492615,39458.630216113546,False,Low
2023-07-06,Engineering,Austin,Entry,Not Started,82098.56436860317,2.354661292260924,7,0.5243147099157343,4.0,0.257701165500699,0.5976402249865594,34866.40080186348,False,Low
2023-07-07,HR,San Francisco,Senior,Not Started,73907.56631014691,5.179029541954932,5,0.6288298025019043,2.0,12.316727224027357,0.6654123031176841,14270.543489166692,False,Medium
2023-07-08,Engineering,New York,Mid,Completed,62298.094228973925,8.403920786845001,5,0.7951642816973463,8.0,4.009667748467677,0.7474633028512767,7412.979704246102,False,Medium
2023-07-09,Engineering,Seattle,Senior,Completed,52277.29162971203,9.554167033329485,3,0.8581453277252529,1.0,1.9873592056933305,0.9102424410004031,5471.674448159001,True,High
2023-07-10,Finance,Austin,Senior,On Track,68302.27571899469,4.083057773983644,5,0.5782922396224262,4.0,7.1415760689282015,0.629625662527802,16728.21681686748,False,Low
2023-07-11,HR,New York,Lead,On Track,87845.98191485209,1.1813164818827375,5,0.3375530685738759,3.0,7.033263816454989,0.5001835885892448,74362.78360803575,False,Low
2023-07-12,HR,Austin,Entry,Completed,78211.40616195305,4.168759395732771,4,0.5602321251881095,,,,18761.314515299655,False,Medium
2023-07-13,Marketing,Austin,Lead,Delayed,56313.918319320175,7.676137308409315,3,0.7938974599041597,5.0,2.2551643454226666,0.8599737272979426,7336.231239327559,False,High
2023-07-14,Sales,Austin,Entry,Completed,77597.71388776774,5.940939291752988,3,0.728422350327086,15.0,5.245268329606105,0.6804718051817811,13061.522778979794,False,Medium
2023-07-15,Sales,Chicago,Lead,Delayed,80779.76069593255,8.595896075462793,5,0.8624556877425674,1.0,5.256202133103708,0.7496327134256433,9397.479912131612,True,Medium
2023-07-16,Marketing,Seattle,Lead,On Track,61742.138456983004,12.213536318516521,10,1.0,7.0,3.8207794180752574,1.0,5055.22207875027,True,High
2023-07-17,Engineering,San Francisco,Lead,On Track,77305.87658918292,5.410806332072395,2,0.6917851526268926,3.0,1.6080880613379434,0.7354000493711923,14287.311695292921,False,Medium
2023-07-18,Marketing,Chicago,Mid,Not Started,75873.13077669,4.472177608431021,5,0.5763500550039622,10.0,0.04383271615356527,0.634129034123835,16965.58979090024,False,Low
2023-07-19,Marketing,Seattle,Lead,Not Started,57855.44553254065,3.296432345964636,3,0.46835781987590186,3.0,35.144241697423496,0.5468520833984045,17550.927627368124,False,Low
2023-07-20,HR,San Francisco,Mid,Delayed,80366.81040522426,2.3465330382191953,4,0.45391032792253283,3.0,28.735010073638634,0.5287581198626002,34249.17062587592,False,Low
2023-07-21,Marketing,Chicago,Lead,Delayed,83411.76789552352,1.9927162830412128,6,0.4970897450283009,4.0,6.609711832043665,0.6117153021390087,41858.326047410745,False,Low
2023-07-22,Engineering,Chicago,Entry,Completed,91245.76864762916,3.8305725238264925,3,0.5564439534321866,4.0,53.08721962114954,0.5495411149015862,23820.399713116665,False,Low
2023-07-23,Sales,New York,Mid,Delayed,90807.03078052355,11.205721558122006,4,0.9928441680605118,2.0,11.197981243497509,0.9414708331814019,8103.630838007554,True,High
2023-07-24,Finance,Chicago,Entry,On Track,54334.959480643636,9.111994216376162,4,0.9322081187706839,1.0,0.713429925818546,0.9239549059264858,5963.015141404758,True,High
2023-07-25,Marketing,Austin,Entry,On Track,60932.62440127316,4.338388098417573,5,0.5230490920228773,3.0,1.252437718314043,0.6245807091690514,14044.991600336156,False,Low
2023-07-26,Marketing,Chicago,Entry,On Track,82725.5290081299,19.87330885350114,8,1.0,5.0,24.78258921414458,0.9217874213928177,4162.644963551497,True,High
2023-07-27,HR,Austin,Mid,Not Started,82706.78926368314,4.001840151523833,5,0.4954765502527568,8.0,9.943933701884461,0.5717137867177102,20667.18962579997,False,Low
2023-07-28,HR,Seattle,Senior,Delayed,82725.71529459071,12.926001213522467,6,1.0,6.0,18.526797546892915,0.9828561971757434,6399.946427983285,True,High
2023-07-29,Marketing,Seattle,Mid,Delayed,132790.97235982082,14.813718027626393,3,1.0,4.0,22.8542959010342,0.9511864085247239,8964.05427132988,True,High
2023-07-30,Marketing,Austin,Senior,Not Started,83563.35766039751,8.00141464877153,4,0.8617943336174828,1.0,5.941021861979564,0.90723917871371,10443.57295909257,True,High
2023-07-31,Engineering,New York,Mid,Not Started,92033.48460270898,3.807727633388236,5,0.5582026610887649,1.0,0.49742867002218855,0.537320511181632,24170.185859857495,False,Low
2023-08-01,Sales,New York,Lead,Not Started,89310.02645239803,4.714379324403384,6,0.586696473085031,5.0,2.0860025569818177,0.6764897369328114,18944.17489702113,False,Medium
2023-08-02,Sales,Seattle,Senior,On Track,84770.86876958697,6.749912683664541,7,0.7250665559349967,2.0,0.6889139160310378,0.6960394961478529,12558.809682789068,False,Medium
2023-08-03,Finance,Chicago,Lead,Delayed,70270.96133039481,2.3869455890758067,5,0.46792503208298675,4.0,2.0916649418362994,0.5492665289060035,29439.699694873558,False,Low
2023-08-04,Sales,Seattle,Senior,Completed,86384.53830739901,3.102045698372242,2,0.43925229096920787,12.0,5.285364154516373,0.5943968955648189,27847.603390474924,False,Low
2023-08-05,Finance,Seattle,Mid,Completed,63407.621781936425,2.942598056677078,6,0.6049691491740204,3.0,1.2578638904849444,0.6033725594749417,21548.176326038676,False,Low
2023-08-06,HR,Austin,Mid,Delayed,71447.72089889986,8.379745235353266,4,0.8435795548452724,3.0,1.8240145735233115,0.910708281641597,8526.240224758794,True,High
2023-08-07,Finance,New York,Senior,Delayed,67719.54678256344,12.141577131252873,2,1.0,4.0,5.902689509555464,0.9747547327502426,5577.491791264151,True,High
2023-08-08,Finance,Austin,Lead,Not Started,76228.11209079484,9.333372238772544,4,0.9046088936974959,6.0,4.157744932521718,0.8842908079978682,8167.263679265812,True,High
2023-08-09,Sales,Seattle,Entry,Not Started,109719.87850010264,10.934836932955406,2,1.0,3.0,6.304693723279992,0.8830583410485691,10033.974824940364,True,High
2023-08-10,Marketing,San Francisco,Senior,On Track,46991.02211112378,3.604378946847932,3,0.5306405973907787,2.0,5.606673892526759,0.5883607317581839,13037.203580444262,False,Low
2023-08-11,HR,Chicago,Senior,Not Started,85293.9028556177,4.8514969671984485,4,0.5858401725822788,2.0,10.341682200594605,0.6189611063871431,17580.94531075666,False,Low
2023-08-12,Engineering,Seattle,Lead,Delayed,50809.26193215523,5.090086833263367,7,0.6493832374486703,2.0,27.676338001798268,0.6241142025430477,9982.002978833327,False,Low
2023-08-13,Finance,Austin,Entry,On Track,67921.0220131585,7.981634090180216,5,0.814326479032071,5.0,1.1413707102025825,0.8442479894567316,8509.663716195855,True,High
2023-08-14,Finance,San Francisco,Senior,Completed,91334.25895451049,3.8988444292254996,5,0.5215350617899537,3.0,1.0453879703794735,0.5718781035973529,23425.98188065019,False,Low
2023-08-15,Finance,San Francisco,Entry,Delayed,75964.20028643194,10.52314348029448,7,1.0,6.0,19.160045891123488,0.917100343661605,7218.774544762374,True,High
2023-08-16,Marketing,Seattle,Entry,Completed,58833.82833106041,14.563276775598245,9,1.0,7.0,7.0602313026344525,0.919373322205582,4039.8757256087083,True,High
2023-08-17,Engineering,New York,Mid,Delayed,64270.444361100475,8.236008633044904,7,0.8433532924733995,4.0,14.54166533261194,0.805709380079704,7803.591184112114,True,High
2023-08-18,Sales,San Francisco,Lead,Delayed,85193.96623402013,4.715551120390538,6,0.6586099027306291,9.0,2.4260916250598084,0.7098975774586971,18066.597956203354,False,Medium
2023-08-19,HR,Chicago,Senior,On Track,64044.50052424295,3.403159813358496,6,0.5250651416481031,4.0,17.652883795589943,0.5645253151744127,18819.128115243868,False,Low
2023-08-20,Marketing,Austin,Senior,On Track,78246.87884372962,2.9469354911019936,9,0.5094942097454843,9.0,25.750058696018353,0.6274702835769924,26551.948313761543,False,Low
2023-08-21,Engineering,Austin,Entry,Not Started,75683.57759855721,1.5965270832318388,2,0.44819271453415505,9.0,10.09182132038732,0.5119172981736779,47405.13229838323,False,Low
2023-08-22,HR,Austin,Senior,Delayed,65225.99478591274,5.1911093768311725,3,0.6024721192578683,6.0,1.1191419022767932,0.6454467928655692,12564.943261844519,False,Low
2023-08-23,Sales,Seattle,Entry,Delayed,107159.16133987988,5.002706751503185,9,0.6223244716040311,2.0,22.566066318292684,0.6018304178322879,21420.23641655216,False,Low
2023-08-24,HR,Austin,Senior,On Track,84508.78533477016,10.127847567753562,3,0.9326927975312597,10.0,15.725647958559172,0.9261098373513954,8344.199966421384,True,High
2023-08-25,Finance,Austin,Lead,Completed,44622.86120013589,4.064668801709838,8,0.5256377860352546,9.0,13.898116455769742,0.6526083824884535,10978.228086225598,False,Low
2023-08-26,Finance,Chicago,Senior,Not Started,77796.81472154142,5.3802683252538,5,0.7355215710621832,1.0,0.3741965249933094,0.7720793173714897,14459.65331438587,False,Medium
2023-08-27,Marketing,New York,Entry,Delayed,65073.20302847418,7.176220906065951,4,0.694281516624261,2.0,16.042639467935132,0.718665703733504,9067.892959296832,False,Medium
2023-08-28,HR,Seattle,Entry,On Track,87786.50002194336,8.152780389017703,9,0.7572426671935759,5.0,1.4844317753004566,0.7534434051605788,10767.676281357606,False,Medium
2023-08-29,Finance,Seattle,Senior,Delayed,63112.188923509486,9.420371689386574,2,0.9377913643913376,7.0,2.515252484693484,0.8111533865246744,6699.543394303071,True,High
2023-08-30,Marketing,Austin,Senior,On Track,73278.95337799651,6.7343728201106945,5,0.7525930192385034,10.0,8.607019093063306,0.6908517387987999,10881.333026167686,False,Medium
2023-08-31,Marketing,Chicago,Entry,Not Started,82574.80918470686,2.471455943175759,10,0.42724876389131444,,,,33411.402462064645,False,Medium
2023-09-01,Marketing,San Francisco,Mid,Completed,87986.32791255182,7.713230601347607,5,0.8070853966849241,7.0,10.827828567515208,0.7818248985062628,11407.195306358324,True,Medium
2023-09-02,Sales,Austin,Mid,Delayed,56995.55389416336,3.877787112853548,4,0.6113812445711053,4.0,9.36673168860149,0.591801756223001,14697.958458122273,False,Low
2023-09-03,Finance,Austin,Senior,Delayed,69982.48146238577,12.49261005657814,7,1.0,6.0,1.144568712443529,0.8617596798802781,5601.910341028824,True,High
2023-09-04,Finance,Seattle,Lead,Not Started,67875.82033258566,6.082837770808059,3,0.7889231822514668,,,,11158.578099571587,False,Medium
2023-09-05,Engineering,Seattle,Senior,Completed,65200.06151139432,6.991596165291512,6,0.6705332974827694,3.0,25.76428822846555,0.7337021596593656,9325.490198514037,False,Medium
2023-09-06,Sales,Austin,Lead,Delayed,101481.81360421646,24.3606712795577,3,1.0,3.0,1.7567557654949784,0.8559736290008694,4165.805303131162,True,High
2023-09-07,Finance,Seattle,Senior,Not Started,81074.72566441433,9.521999861691782,3,0.9379811251503472,2.0,9.089726270002938,0.8884296072671458,8514.464066586293,True,High
2023-09-08,Finance,Chicago,Entry,Delayed,56086.74068497433,7.626267742030473,4,0.8132298205860382,3.0,4.183457666650202,0.8117158216788215,7354.415368328176,True,High
2023-09-09,Engineering,San Francisco,Senior,Delayed,88767.92920582164,5.482703901371177,1,0.6407880050164447,1.0,6.154672715260925,0.6472868829327675,16190.538610633623,False,Low
2023-09-10,HR,San Francisco,Lead,Not Started,106832.3429551895,2.599278526389912,2,0.4643390523029488,,,,41100.767720944044,False,Medium
2023-09-11,HR,San Francisco,Lead,Not Started,90486.9789082672,5.2333611377765115,4,0.651767475110081,8.0,4.371580190978984,0.6657233917815156,17290.41366075345,False,Medium
2023-09-12,Sales,Austin,Senior,On Track,52209.4505106898,3.3763808743630332,5,0.5552130319278648,5.0,0.29338004583695393,0.5363905338210138,15463.140105761708,False,Low
2023-09-13,Marketing,Austin,Senior,On Track,67736.48890700623,15.656875219028528,8,1.0,7.0,39.927851089876455,0.9162411385938553,4326.3095579048195,True,High
2023-09-14,Engineering,Austin,Mid,Delayed,94003.66723779934,7.6896129122009445,7,0.8229790903637924,8.0,9.802958541548552,0.8626439863457886,12224.759335888772,True,High
2023-09-15,Engineering,Chicago,Senior,Not Started,64384.958015718286,12.213934372237611,7,1.0,2.0,6.945593582013555,0.9094545363571931,5271.43474440684,True,High
2023-09-16,Finance,San Francisco,Senior,Completed,81657.29142219343,3.9906415933251003,2,0.5503276564345607,0.0,4.8404632721461525,0.56311982687925,20462.19624402666,False,Low
2023-09-17,Finance,Seattle,Entry,Completed,86619.51080144005,3.5345500241790178,6,0.4944723641657909,11.0,7.751700582621211,0.5994000154468888,24506.517154629735,False,Low
2023-09-18,Engineering,Seattle,Lead,Delayed,61096.04292632875,8.954495711565615,8,0.8418252316504913,7.0,4.782067812299476,0.8259057393544023,6822.946248934732,True,High
2023-09-19,Marketing,New York,Mid,On Track,74107.119659073,3.2902373243742935,6,0.5580230751350299,7.0,4.4614324968461485,0.6154842477617379,22523.335660343586,False,Low
2023-09-20,HR,New York,Entry,Not Started,26380.98989896391,4.489895901499825,4,0.5937131109189986,4.0,6.235213872913396,0.6620697742837549,5875.635087698021,False,Medium
2023-09-21,Sales,Seattle,Senior,Not Started,59634.185379985654,16.11419119613464,4,1.0,6.0,3.2294045271518246,0.8938739653412912,3700.72469999551,True,High
2023-09-22,HR,San Francisco,Lead,On Track,71211.4777291026,4.606431562613336,4,0.6041221484443888,3.0,1.9851179419352583,0.6208846227366439,15459.141585227995,False,Low
2023-09-23,Sales,Austin,Senior,Not Started,56283.25227052726,2.2728717689314,1,0.4587599813590735,0.0,8.132962840541504,0.5788703956750051,24763.05660525189,False,Low
2023-09-24,Marketing,Seattle,Senior,Delayed,99486.16955897454,1.811003114953016,6,0.43290750367478964,4.0,18.500165513378732,0.48454778090244516,54934.2895865508,False,Low
2023-09-25,Engineering,Seattle,Senior,Not Started,53547.87933059051,2.1131505777301998,8,0.42127668694941456,7.0,1.6585174507560116,0.592564447533322,25340.30461194485,False,Low
2023-09-26,Marketing,New York,Senior,Not Started,68399.33269954524,12.657312218769409,7,1.0,8.0,0.33282095927208166,0.9803216132611976,5403.938175603863,True,High
2023-09-27,Engineering,San Francisco,Lead,On Track,76961.10865929136,4.1527451029248015,7,0.614276227259954,,,,18532.586699117946,False,Medium
2023-09-28,Finance,Seattle,Entry,On Track,96619.09933599173,23.893154758968937,6,1.0,4.0,38.98151829254172,0.9914114340446349,4043.79833097273,True,High
2023-09-29,Sales,Austin,Senior,Completed,53462.06773230841,14.666299895569637,6,1.0,,,,3645.232138506735,True,Medium
2023-09-30,Finance,Austin,Senior,Delayed,92447.45628232439,18.48881529304897,4,1.0,12.0,9.060089052999746,0.9873154378315729,5000.182803334123,True,High
2023-10-01,Engineering,Chicago,Mid,On Track,75153.49591529381,11.107311076335883,3,0.9684305889135192,3.0,26.485874103238316,0.9089056233988688,6766.128669557862,True,High
2023-10-02,Sales,Austin,Mid,On Track,60277.37023428074,8.66383949577732,6,0.8427849071230744,6.0,5.892902049592319,0.8069761155918747,6957.350752360936,True,High
2023-10-03,Sales,Seattle,Lead,On Track,81931.55211394906,3.453436572440681,3,0.5749496557654914,11.0,40.91185711160051,0.6147989161586234,23724.64366879765,False,Low
2023-10-04,Finance,Seattle,Senior,Not Started,77985.89543360205,5.986942166300634,10,0.6255969843233806,1.0,3.5140605625129337,0.5526862473212519,13025.997791087731,False,Low
2023-10-05,Sales,Austin,Senior,Delayed,65996.74684261809,9.211118506939485,5,0.8598740593008188,3.0,2.748392286415747,0.8686314749729953,7164.900418217111,True,High
2023-10-06,Engineering,New York,Senior,Delayed,76047.03127485028,10.687523456023818,6,0.9670238081388323,14.0,10.162442283617352,0.870097139332753,7115.496081740791,True,High
2023-10-07,Engineering,San Francisco,Lead,Not Started,69220.2960470736,2.7536324710632103,6,0.4118697175586153,1.0,4.750627537829578,0.5565008801644373,25137.81224418334,False,Low
2023-10-08,Finance,Seattle,Lead,Not Started,76702.76017876872,5.28683902588577,4,0.60386641023449,3.0,9.844773444829988,0.7230346020991154,14508.245816301878,False,Medium
2023-10-09,Marketing,Austin,Senior,On Track,84931.9601178157,5.686566530692188,6,0.6339984502520839,3.0,3.638369849527921,0.6428088490729231,14935.54320685623,False,Low
2023-10-10,Engineering,Austin,Senior,Completed,98790.25224218029,5.54314106840093,5,0.6207496491500359,3.0,9.621207059324842,0.63087696146254,17822.070739880888,False,Low
2023-10-11,Engineering,Seattle,Lead,Completed,56432.76751759727,2.9898365645559015,3,0.5070657756742201,6.0,3.2261347919106864,0.6252967536732381,18874.86700330042,False,Low
2023-10-12,Sales,Chicago,Senior,Delayed,106995.500619844,17.167092940127294,2,1.0,7.0,0.5231704858076585,0.9039604053452741,6232.592844519814,True,High
2023-10-13,Sales,San Francisco,Entry,Completed,45718.68300716247,5.17312602772904,3,0.608176117559701,1.0,24.319639982623464,0.7099993495984366,8837.728437718459,False,Medium
2023-10-14,Engineering,Seattle,Entry,On Track,72723.22357446625,3.1286188715747407,2,0.5248356373565899,3.0,21.47336746167655,0.5612810979460002,23244.513492901795,False,Low
2023-10-15,Finance,Austin,Lead,Not Started,83824.75809726864,17.426714814145644,8,1.0,2.0,35.335231906435176,0.9897194849326623,4810.129676835376,True,High
2023-10-16,Marketing,Chicago,Entry,Delayed,79214.8780160255,14.674884251125974,7,1.0,6.0,12.606390200966583,0.9112418380766156,5397.989971195003,True,High
2023-10-17,Sales,Seattle,Mid,Delayed,65659.5072026911,6.565739701963127,4,0.6370335112352942,3.0,11.479743261921465,0.685784621884782,10000.321393042614,False,Medium
2023-10-18,Sales,San Francisco,Senior,Not Started,71878.16624464087,4.403526911095064,3,0.6072945020191094,3.0,8.187173651804546,0.694307739867553,16322.862945049268,False,Medium
2023-10-19,Marketing,Chicago,Mid,Completed,67604.9859801175,2.017781537112473,3,0.4339459606241949,6.0,1.3460902031675475,0.5517798073978896,33504.611245904736,False,Low
2023-10-20,Sales,Austin,Mid,Delayed,66159.52864583682,8.264609994108891,6,0.8220828133611477,8.0,2.0977741610409666,0.8486376706257495,8005.160399945804,True,High
2023-10-21,Finance,New York,Mid,Not Started,87744.03145531537,4.207618525416661,5,0.5565257901832978,3.0,3.417436703881038,0.5490487035986436,20853.60897745037,False,Low
2023-10-22,Sales,San Francisco,Entry,Not Started,80355.23228947571,5.8941905081443595,1,0.6783549756841496,9.0,22.08697402387871,0.6815243947003933,13632.954716757802,False,Medium
2023-10-23,Sales,Chicago,Senior,Completed,64606.35607109019,16.48385796896999,8,1.0,5.0,1.8991373409699321,0.9278456945681105,3919.3710715481966,True,High
2023-10-24,Engineering,Seattle,Senior,Completed,88493.99813149875,4.011505391381762,9,0.5375322531889488,14.0,25.623041275117853,0.566824244874303,22060.047163744934,False,Low
2023-10-25,Finance,Seattle,Lead,On Track,79609.49281314915,8.044170121651245,4,0.7667955053860676,4.0,7.3978969199534985,0.8054421587127187,9896.5451512365,False,High
2023-10-26,Finance,Chicago,Mid,Completed,87192.9317825844,9.592590251994308,7,0.8776075878148791,5.0,12.572668197799185,0.8162741133472157,9089.61286702066,True,High
2023-10-27,Engineering,Seattle,Entry,Completed,84444.43262885418,12.416220022448927,3,1.0,5.0,1.1680855812951192,0.8906437094699368,6801.138549105598,True,High
2023-10-28,HR,Chicago,Mid,Not Started,62565.07483616892,5.622049304040301,7,0.6812828119097887,3.0,3.133877146438281,0.7442185143636909,11128.51763701296,False,Medium
2023-10-29,Marketing,San Francisco,Mid,Delayed,66597.28439704546,5.251930780094245,5,0.6692498058992606,5.0,31.825103422161895,0.6464294112748864,12680.533538153444,False,Low
2023-10-30,Finance,Seattle,Senior,Not Started,86209.40407684892,5.1731439045591605,6,0.6106210333508731,6.0,3.0945055860733484,0.607582394889237,16664.799137111077,False,Low
2023-10-31,HR,San Francisco,Lead,On Track,84155.55398150197,7.562024960513412,8,0.7850752803229142,1.0,3.51718277660755,0.7974251356295943,11128.706189272927,False,High
2023-11-01,Marketing,Austin,Entry,Not Started,74686.47609053778,14.29552399610141,2,1.0,1.0,2.201447831685851,0.9854719643296657,5224.465791593636,True,High
2023-11-02,Finance,Austin,Senior,On Track,76759.91074963173,5.021735535186526,4,0.6679279279169568,8.0,1.381978812595392,0.6998251005370043,15285.534296218286,False,Medium
2023-11-03,Sales,Austin,Mid,Completed,94164.97343682637,1.261702122370083,9,0.39334881317694415,3.0,2.6560444206808356,0.42763118337796324,74633.28448710167,False,Low
2023-11-04,Finance,Austin,Senior,Delayed,66126.42916746256,10.26489372946173,4,0.9270563547701194,4.0,10.281358157244894,0.9047615206121371,6441.99841812976,True,High
2023-11-05,Marketing,Seattle,Mid,Delayed,83206.46071755057,6.263967563156528,4,0.7034830231428474,7.0,6.07644452432139,0.6907711934223588,13283.347954570396,False,Medium
2023-11-06,HR,Chicago,Entry,Not Started,71967.11021349159,8.276237580697089,3,0.7705859559259292,2.0,8.068890246021583,0.8148443076754097,8695.631258984467,False,High
2023-11-07,Sales,Seattle,Senior,Delayed,71734.78195159169,2.061489699651218,4,0.4359450015376528,,,,34797.54566017402,False,Medium
2023-11-08,Marketing,Seattle,Senior,On Track,91481.65277980786,4.218139819489641,4,0.6028718451083037,0.0,16.200765382805756,0.6984878422433236,21687.676723545963,False,Medium
2023-11-09,Marketing,San Francisco,Senior,On Track,87381.24523482045,9.750155233952217,6,0.9306871992148811,3.0,15.329153960463033,0.857679624479125,8962.036310000425,True,High
2023-11-10,Finance,Chicago,Senior,Completed,87202.64454000958,2.545565222491489,7,0.4619232091749339,4.0,0.21826383074721367,0.5173532921310499,34256.69229353291,False,Low
2023-11-11,Engineering,New York,Senior,Not Started,94582.18210731493,8.032766066494064,3,0.8106746920331305,8.0,4.8372144087911115,0.7061818765672233,11774.54706440813,True,Medium
2023-11-12,Engineering,New York,Entry,Completed,75315.05762449138,5.8632275511574,6,0.6388076394578164,2.0,0.7124963245512116,0.6424837299455843,12845.324007529642,False,Low
2023-11-13,Sales,Chicago,Lead,Delayed,85229.29456942446,3.6604468326341784,8,0.5677664958870517,8.0,15.707258835183168,0.6304137039838162,23283.849886733813,False,Low
2023-11-14,Marketing,New York,Entry,Completed,70345.99865109815,3.472632880942661,7,0.5252451154111009,5.0,13.366271840223831,0.5971915831464607,20257.2517921913,False,Low
2023-11-15,HR,Chicago,Senior,Delayed,79862.49528732663,3.007416531821428,3,0.4894069338414402,9.0,23.226663208859595,0.5951084640364334,26555.18264340932,False,Low
2023-11-16,Sales,San Francisco,Mid,On Track,73047.85418448474,6.242709631027016,4,0.6800936244178856,6.0,2.6971637173423417,0.7570521702563082,11701.305763354447,False,Medium
2023-11-17,Sales,San Francisco,Mid,Not Started,76454.93947489078,6.714959582179206,6,0.720381820254758,4.0,6.09350082903437,0.73055726849492,11385.763166437237,False,Medium
2023-11-18,Finance,Seattle,Senior,Not Started,83927.3553815537,4.708961426761967,8,0.5846225798084397,,,,17822.901437369568,False,Medium
2023-11-19,HR,New York,Lead,Completed,62726.689751497914,2.8910370263083265,3,0.5197879430186021,3.0,4.63997596780291,0.638931351498566,21696.95136405637,False,Low
2023-11-20,Marketing,Chicago,Senior,Delayed,106385.8091352819,7.888534160056231,4,0.7775007076827266,2.0,7.386535705128187,0.7796461890338393,13486.1315140104,False,Medium
2023-11-21,Marketing,San Francisco,Entry,On Track,59909.73927750447,10.38159165287893,3,1.0,4.0,0.5480554970838151,0.8834579015736541,5770.76630257277,True,High
2023-11-22,Marketing,Seattle,Lead,Delayed,56787.17080818402,8.801754322317281,8,0.9067136794782922,,,,6451.801394205852,True,Medium
2023-11-23,Sales,New York,Lead,Completed,92371.66310250101,18.951568164691377,1,1.0,2.0,7.837140206246392,0.8291545248216734,4874.090750685131,True,High
2023-11-24,Finance,New York,Entry,Delayed,86874.94040944404,5.324569676458179,3,0.6422623513646619,7.0,17.658520857599907,0.6324304649664926,16315.861316182814,False,Low
2023-11-25,Sales,New York,Lead,On Track,84361.79725578232,13.438837072380903,7,1.0,7.0,3.171527668775105,0.8489356438355259,6277.462610895118,True,High
2023-11-26,Engineering,San Francisco,Senior,Completed,84425.1826389642,3.8922627918849115,5,0.5404698649855503,3.0,23.36360155455216,0.6191239574300034,21690.514529230823,False,Low
2023-11-27,Engineering,San Francisco,Senior,On Track,74816.29840729629,3.4995179713685,9,0.6100681769879019,6.0,66.40980011495549,0.7065665834451755,21379.02963191216,False,Medium
